iter	F1	Logloss
116	0.7039981927	0.586680145
117	0.7048260968	0.5863784609
118	0.7053125198	0.585985259
119	0.7043642853	0.5856189424
120	0.7053385516	0.5853817988
121	0.7058251356	0.5848397736
122	0.7061403457	0.5847442324
123	0.7050225318	0.5843165163
124	0.7051935449	0.5839802341
125	0.7066261454	0.5837332019
126	0.7072545636	0.5835444163
127	0.7082525791	0.5832937511
128	0.707796537	0.5828619934
129	0.7053385516	0.5825018852
130	0.7064824449	0.5820976393
131	0.7073108889	0.5818156486
132	0.7061672935	0.5814979472
133	0.707796537	0.5810263016
134	0.7082818202	0.5807503593
135	0.7091099274	0.5805931299
136	0.7083111258	0.580369937
137	0.7084533199	0.5800667335
138	0.7089683174	0.5798499166
139	0.7102821739	0.5790479496
140	0.7106264668	0.5787603068
141	0.7085123889	0.5785579529
142	0.708684365	0.5782787859
143	0.7098283126	0.5780505054
144	0.7092007948	0.5777173017
145	0.7098593917	0.5774131649
146	0.7095454996	0.5771231388
147	0.7087141949	0.5769885409
148	0.7085717195	0.5766528683
149	0.7103769856	0.576368111
150	0.7113487777	0.575906056
151	0.7123529499	0.5755555915
152	0.7136340892	0.5753405982
153	0.712665011	0.5749964857
154	0.7116944716	0.574704165
155	0.7098905397	0.5744648259
156	0.7112086529	0.5740811209
157	0.7119008382	0.5739632174
158	0.7121799242	0.5734234525
159	0.7128725319	0.573162155
160	0.7126992537	0.5729834033
161	0.7137047437	0.5727043684
162	0.714537137	0.5724587507
163	0.7155063223	0.5722182961
164	0.7165125061	0.571965783
165	0.7148115278	0.571745378
166	0.7148115278	0.5716913791
167	0.7151218244	0.571322609
168	0.7159903671	0.5710514642
169	0.7168221591	0.5708214197
170	0.7156426969	0.5704043766
171	0.7161643288	0.5703295871
172	0.716300118	0.5699341409
173	0.7151587563	0.5696772228
174	0.716300118	0.5694344473
175	0.7159525128	0.5689430706
176	0.7171706095	0.5685627267
177	0.7152953643	0.568116921
178	0.7145008466	0.5679621524
179	0.7143273267	0.5675827018
180	0.7156052448	0.5673229703
181	0.715914742	0.5670863795
182	0.7162619452	0.5669102265
183	0.7166094854	0.5666575888
184	0.7164356732	0.5663939318
185	0.7177886339	0.5660941327
186	0.7189280431	0.5656970803
187	0.7200662903	0.5654976743
188	0.7196264471	0.565248457
189	0.7196264471	0.5650323098
190	0.7194517189	0.5647192025
191	0.7205905276	0.5645147964
192	0.719584585	0.5643611701
193	0.7197591949	0.5642122692
194	0.7207223454	0.5638974655
195	0.721378225	0.5638267749
196	0.7210286145	0.5636697298
197	0.721378225	0.5633387013
198	0.7216840477	0.5631459452
199	0.7208971421	0.5629898103
200	0.7223841502	0.5627877444
201	0.7223841502	0.56268266
202	0.7230399503	0.5625375817
203	0.7230399503	0.5623525605
204	0.7227347111	0.5620037071
205	0.7224290936	0.5617902067
206	0.7222537363	0.5615530431
207	0.7226894583	0.5612236843
208	0.7225593881	0.5610048121
209	0.7224290936	0.5607763346
210	0.7224290936	0.5605719583
211	0.7229101191	0.5601041108
212	0.7236126036	0.5598130267
213	0.7236126036	0.5595525375
214	0.7255823281	0.5592857915
215	0.7257585703	0.5590178754
216	0.7262385513	0.5586464606
217	0.7264149294	0.558466008
218	0.7264149294	0.5582285744
219	0.7272477121	0.5580766456
220	0.7268945988	0.5577984965
221	0.7262878113	0.5574740958
222	0.7276011686	0.5571916793
223	0.7267679426	0.5567635701
224	0.7275504708	0.5565027797
225	0.7275504708	0.5563837346
226	0.7279038553	0.5560603004
227	0.7279549689	0.5558195822
228	0.7276011686	0.5555406765
229	0.7282575833	0.5552351748
230	0.7295698853	0.5550036076
231	0.7292156148	0.5547162301
232	0.7304031727	0.5543993756
233	0.7304031727	0.5542704014
234	0.729622854	0.55398705
235	0.730101937	0.5537867095
236	0.7304031727	0.5534729629
237	0.7310590199	0.553355102
238	0.7309358902	0.5529926029
239	0.7309358902	0.5527703976
240	0.7317146916	0.552480484
241	0.7324262392	0.5521526049
242	0.7324262392	0.552070838
243	0.7324262392	0.5518682436
244	0.7324262392	0.5515189374
245	0.7327825322	0.551210464
246	0.7323041875	0.5509281745
247	0.7326607292	0.5506747379
248	0.7317027585	0.550204369
249	0.7308125476	0.5498421452
250	0.7311683719	0.5493718752
251	0.7318254816	0.5492167011
252	0.7316473901	0.5488846449
253	0.7305110858	0.5487399034
254	0.7312914671	0.5482444847
255	0.7314693853	0.5479349243
256	0.7309358902	0.5478163386
257	0.7312914671	0.5475008293
258	0.7314693853	0.5474630295
259	0.7316473901	0.5473107817
260	0.733139172	0.5467750316
261	0.7333176222	0.5464684958
262	0.733139172	0.5461887715
263	0.7333176222	0.5460685812
264	0.7344521576	0.5457943857
265	0.7348096881	0.5454604111
266	0.7360035446	0.5452563817
267	0.7348685742	0.5450959699
268	0.7343901499	0.5448918193
269	0.7343901499	0.5446104747
270	0.7347483567	0.5443363215
271	0.7354061621	0.5441712078
272	0.7352268788	0.5438934559
273	0.7350476828	0.5435598865
274	0.7361241707	0.5431953567
275	0.7369008858	0.5427851085
276	0.7370806166	0.5423458931
277	0.7370806166	0.5419156612
278	0.7367823446	0.5416953807
279	0.7360637907	0.5414901952
280	0.737558297	0.5411664448
281	0.7372604352	0.5408241557
282	0.7372604352	0.5406373985
283	0.7380356161	0.5403951718
284	0.7383955346	0.5402427187
285	0.7386388166	0.5398639642
286	0.7394132702	0.5394524846
287	0.7392329553	0.5394141599
288	0.7392968684	0.5390785164
289	0.7393609236	0.5389212775
290	0.7402510983	0.5386055902
291	0.739774164	0.5385880772
292	0.7415654184	0.5382569919
293	0.7415654184	0.5382531885
294	0.7415654184	0.5381375207
295	0.7420413666	0.5378234512
296	0.7420413666	0.5377111185
297	0.742516955	0.5374432862
298	0.742516955	0.5371783081
299	0.7428790317	0.5370180611
300	0.7425844716	0.5369437688
301	0.7424033483	0.53670415
302	0.7432414617	0.5361750537
303	0.7430602025	0.5359566981
304	0.7441919389	0.5357011096
305	0.7448481278	0.5353859557
306	0.7451409795	0.5351026754
307	0.7456149621	0.5349179325
308	0.7464519348	0.5344662203
309	0.7461599768	0.5341169955
310	0.746815637	0.533934655
311	0.7475441055	0.5334563416
312	0.7484910267	0.5331717727
313	0.7475441055	0.5328528856
314	0.7484910267	0.5325604676
315	0.7484910267	0.5325558238
316	0.7493289964	0.5321496846
317	0.7496190417	0.5318145867
318	0.7512945523	0.5312308305
319	0.7511115798	0.5308951292
320	0.7512945523	0.530635359
321	0.7512945523	0.5305817043
322	0.7512945523	0.5305793137
323	0.7508224697	0.5303466526
324	0.750639543	0.5300293125
325	0.7511115798	0.5298894689
326	0.7512945523	0.5297682477
327	0.7512945523	0.529422999
328	0.751371785	0.5292330988
329	0.7538329125	0.5285694946
330	0.7541997583	0.528211173
331	0.7548534441	0.5281419697
332	0.7555069546	0.5280369797
333	0.7551184367	0.5275856007
334	0.755302441	0.5274740075
335	0.7555887459	0.5270579561
336	0.7557727953	0.526969167
337	0.7571817276	0.5266095474
338	0.7565282992	0.5263392997
339	0.7577507887	0.5258103173
340	0.7575666951	0.5256652568
341	0.7581192445	0.5252377681
342	0.7581192445	0.5249990019
343	0.7589563756	0.5248109539
344	0.7589563756	0.5245633865
345	0.7587718793	0.5244751178
346	0.7584031557	0.524160902
347	0.7592397988	0.5236617245
348	0.7596089694	0.5234462509
349	0.7603483887	0.52311809
350	0.7605439267	0.522810687
351	0.7602613883	0.5226215855
352	0.7615657015	0.5221970899
353	0.7615657015	0.5220933396
354	0.7619360342	0.5218735684
355	0.7617508228	0.5213828446
356	0.7617508228	0.5211799742
357	0.7614688651	0.5208324548
358	0.762588196	0.5206755689
359	0.7629591566	0.5203418385
360	0.7630491964	0.5198918248
361	0.7644493735	0.5194189902
362	0.7651014118	0.5189577108
363	0.7646353471	0.5186146691
364	0.7644493735	0.5180069339
365	0.7648214112	0.5178553982
366	0.7665913382	0.5173668887
367	0.7675212669	0.5170325834
368	0.7677078173	0.5167353371
369	0.7677078173	0.5166063628
370	0.7670564779	0.5165535537
371	0.7665913382	0.5162069333
372	0.7675212669	0.5157959404
373	0.7677078173	0.5157260456
374	0.7677078173	0.5156734272
375	0.7696607884	0.5151370946
376	0.7692937628	0.5147956949
377	0.769480992	0.5143308583
378	0.7692937628	0.5140942025
379	0.7693908605	0.513701624
380	0.7692034913	0.5135630463
381	0.7697658727	0.5133820172
382	0.7724629033	0.5128784167
383	0.772274958	0.5127128584
384	0.7720871042	0.5123008136
385	0.7717116704	0.512055068
386	0.7717116704	0.5118171053
387	0.7727381953	0.5115582252
388	0.7725502997	0.5113316345
389	0.7718993416	0.5109352976
390	0.7726375452	0.5107485887
391	0.7721747824	0.5105364128
392	0.7721747824	0.5104886417
393	0.7721747824	0.5104516285
394	0.7733891119	0.5101355953
395	0.7732010832	0.5099158008
396	0.7728252999	0.5096223254
397	0.7737654439	0.5091376096
398	0.7735772321	0.509114557
399	0.7738516923	0.5088109866
400	0.774502127	0.5087186101
401	0.7748788078	0.5083258627
402	0.7748788078	0.5079510483
403	0.7756332697	0.5077568412
404	0.7762843279	0.5074386724
405	0.7755484482	0.5071888314
406	0.77723014	0.5069146481
407	0.7771243227	0.5066529699
408	0.7781539295	0.5062891648
409	0.7781539295	0.5062419264
410	0.7785330637	0.5060329373
411	0.7785330637	0.5059914913
412	0.7785330637	0.5055863581
413	0.7787227693	0.5053038643
414	0.7787227693	0.5050889323
415	0.7791024581	0.5046746605
416	0.7789125674	0.5042851378
417	0.779184263	0.5038245284
418	0.7787227693	0.5033406707
419	0.7785330637	0.5030291478
420	0.7784506839	0.5029150459
421	0.7789125674	0.5025904792
422	0.7793741018	0.5023771343
423	0.7795640332	0.5022817566
424	0.7799441737	0.5019100763
425	0.780405481	0.5015498561
426	0.781136812	0.5010896984
427	0.780676242	0.5005853354
428	0.7808664396	0.5005457091
429	0.780976509	0.5002935033
430	0.7814375887	0.5002736051
431	0.7807860735	0.5001188627
432	0.7816281575	0.4998256124
433	0.7822796308	0.499498577
434	0.7825493518	0.4990864096
435	0.7817078037	0.498717365
436	0.7827400939	0.4983627702
437	0.7822796308	0.4983267147
438	0.7827400939	0.4981204979
439	0.7827400939	0.4977866001
440	0.7833910839	0.4973678685
441	0.7833128784	0.4969491706
442	0.7828522951	0.4966688315
443	0.782930929	0.4963791317
444	0.7824704258	0.4963723783
445	0.7826613139	0.4961471369
446	0.7822796308	0.4959422678
447	0.7833910839	0.4956044915
448	0.782930929	0.4953056278
449	0.7833910839	0.4952244136
450	0.783582052	0.4949761106
451	0.7839642677	0.4948130013
452	0.7848068627	0.4945205044
453	0.7839642677	0.494142795
454	0.7835039929	0.4937337476
455	0.7836952007	0.4935033309
456	0.7836952007	0.4934623868
457	0.7843468565	0.493072839
458	0.7851899046	0.4927947869
459	0.7853815658	0.4927333727
460	0.7864170072	0.4925764388
461	0.7863412771	0.4925251876
462	0.7863412771	0.4923908265
463	0.7869182304	0.4920807352
464	0.786650254	0.4916578854
465	0.786650254	0.4916130952
466	0.7868428146	0.4911570524
467	0.7861894217	0.4909284534
468	0.7863819427	0.4905816812
469	0.7865745579	0.4902192493
470	0.7869600716	0.489828876
471	0.7865745579	0.4893988022
472	0.7872282188	0.489143474
473	0.7874210625	0.4890153667
474	0.7870354695	0.4887867612
475	0.7870354695	0.4886767104
476	0.7870354695	0.4883728367
477	0.7876140007	0.4880474233
478	0.7876140007	0.4880403159
479	0.7876573035	0.4877718742
480	0.7876573035	0.4877285364
481	0.7876573035	0.4874120037
482	0.7874210625	0.4870889814
483	0.7889949918	0.4866533834
484	0.7878070335	0.4862839791
485	0.7878070335	0.4862056747
486	0.7880001609	0.4860402981
487	0.7880001609	0.4857383227
488	0.788193383	0.4856723515
489	0.788193383	0.4852890329
490	0.7893080257	0.4849954825
491	0.7895015162	0.4848069474
492	0.7898157438	0.4844867824
493	0.7904703935	0.4842812948
494	0.7913907883	0.4840057298
495	0.7911967445	0.4838228909
496	0.7914623904	0.4836442933
497	0.7920446384	0.4834754103
498	0.792504	0.4830608359
499	0.792504	0.482982635
500	0.792504	0.4829366118
501	0.792115662	0.482684336
502	0.792768757	0.4824011792
503	0.792768757	0.4823118959
504	0.792768757	0.481988516
505	0.7936160647	0.4817405286
506	0.7929630123	0.4814710461
507	0.7929630123	0.4811504562
508	0.7938105489	0.4810077591
509	0.7938105489	0.4809731838
510	0.7944635586	0.4805980584
511	0.7955061813	0.480235253
512	0.7965495448	0.4799117277
513	0.7967449081	0.4798842567
514	0.7963542773	0.4797467171
515	0.7945894399	0.4794910779
516	0.7961591055	0.4791261079
517	0.7979871732	0.4787570721
518	0.7975968143	0.4785152274
519	0.7975968143	0.4783831474
520	0.7973354874	0.478065721
521	0.7970738339	0.4777119809
522	0.7977259622	0.4774185116
523	0.7972690814	0.4773830965
524	0.7983123921	0.4769721654
525	0.7981168197	0.4768305854
526	0.7973980568	0.4765290125
527	0.7973980568	0.4762599582
528	0.798051029	0.4760180192
529	0.7978553983	0.4758779447
530	0.7978553983	0.4758053872
531	0.7987038246	0.4755495277
532	0.7998128554	0.475270644
533	0.8002689202	0.4749731207
534	0.8008574136	0.4747095348
535	0.8002050138	0.4744175237
536	0.800661153	0.4743528292
537	0.7995524375	0.4740928845
538	0.8000088865	0.4738583608
539	0.8000088865	0.4735518568
540	0.7995524375	0.4732009932
541	0.8008574136	0.472747153
542	0.8011169455	0.4725722072
543	0.8013132432	0.4723000329
544	0.8017687264	0.4721995306
545	0.8019651573	0.4720970036
546	0.8019651573	0.4720767563
547	0.8023583079	0.4717343774
548	0.8021616844	0.4714505473
549	0.8026168952	0.4714056755
550	0.8028135555	0.4713461532
551	0.8028135555	0.4712814553
552	0.8026786552	0.4711010842
553	0.8028751596	0.4707831622
554	0.804434284	0.4704885325
555	0.8039804542	0.4702378465
556	0.8041772242	0.4701520776
557	0.8046310903	0.4700708676
558	0.8039804542	0.4697185732
559	0.8041772242	0.46966417
560	0.805024992	0.469274731
561	0.8057347647	0.4689199367
562	0.8062461642	0.4685272888
563	0.8064431148	0.4683701373
564	0.8068952628	0.468131314
565	0.8075441868	0.4677518594
566	0.8077414013	0.4676811815
567	0.8072318804	0.4673782734
568	0.8076841714	0.4671382222
569	0.8078816396	0.4670194216
570	0.8074867997	0.4669257163
571	0.8078816396	0.4665555634
572	0.8085312238	0.4661224199
573	0.8091806328	0.4657693575
574	0.8097744106	0.4653830297
575	0.8097744106	0.4650911268
576	0.809378462	0.4648519163
577	0.8098298669	0.4646375785
578	0.8098298669	0.4645435846
579	0.8113800966	0.4643260814
580	0.8116857848	0.4638778619
581	0.8114340643	0.4637786716
582	0.8120817668	0.4635413425
583	0.8120817668	0.4631830537
584	0.8117765196	0.4629978963
585	0.8117765196	0.4629639148
586	0.8117765196	0.4629054854
587	0.813575048	0.4624859987
588	0.8140238296	0.4624088276
589	0.8137735433	0.4621403877
590	0.8133766494	0.4617421762
591	0.813575048	0.4614476561
592	0.8137735433	0.4611692716
593	0.8142223593	0.4609940357
594	0.8141708246	0.4608647375
595	0.8150174473	0.4605863499
596	0.8151657271	0.4601415718
597	0.8151657271	0.4599908441
598	0.8155643693	0.459625531
599	0.8160134936	0.4594788721
600	0.8164622774	0.4591678452
601	0.8169107211	0.4589086904
602	0.8171102906	0.4586910422
603	0.8173588251	0.4584565385
604	0.8169107211	0.4582078003
605	0.8169107211	0.4581252204
606	0.8164622774	0.458067131
607	0.8169107211	0.4580454048
608	0.8166618129	0.4578203167
